timestamp,machine_id,machine_type,temperature,vibration,noise_level,hours_run,machine_health,maintenance_needed
2023-01-01,1,CNC,67.15726072354875,1.1228372870715528,70.22249282271834,8.993428306022466,99.55032858469887,False
2023-01-02,1,CNC,60.947180763247054,0.8863345808375592,69.1096563047179,14.83824373195297,98.80841639810123,False
2023-01-03,1,CNC,65.09949573254806,0.9616895581499909,72.95449879146216,13.974337759331153,98.10969951013467,False
2023-01-04,1,CNC,63.437794361470765,1.114103805840925,67.69766883782519,21.118976062075586,97.0537507070309,False
2023-01-05,1,CNC,69.14687271403352,1.0648289506538322,69.02459073581797,14.796586775541206,96.31392136825384,False
2023-01-06,1,CNC,71.60307928884114,1.135893890870323,70.33563746575138,13.469761772154715,95.6404332796461,False
2023-01-07,1,CNC,65.95829091192421,0.9007275429994211,73.54024992669059,7.768703435223519,95.25199810788493,False
2023-01-08,1,CNC,71.90404557532088,0.8034742041496483,80.92825261293713,5.738895390636866,94.96505333835309,False
2023-01-09,1,CNC,74.88649008976593,0.7859385005435535,76.42819175349227,18.0619990449919,94.0619533861035,False
2023-01-10,1,CNC,66.20465451443029,1.2381266523562273,79.753595342937,15.644535757458689,93.27972659823057,False
2023-01-11,1,CNC,70.53583712234935,1.2636767928574073,74.8578666769044,16.723272050095268,92.4435629957258,False
2023-01-12,1,CNC,65.97271124469682,0.8138376084706361,70.20709829727568,15.202723219969597,91.68342683472731,False
2023-01-13,1,CNC,71.07843407970866,1.267779460991447,71.97140147684294,15.560656224324976,90.90539402351106,False
2023-01-14,1,CNC,79.25246077589043,1.3145977080621492,76.4863213828816,9.00289666304961,90.45524919035859,False
2023-01-15,1,CNC,67.40882523681933,0.9834470532553814,81.6706073446225,6.595893812245295,90.12545449974633,False
2023-01-16,1,CNC,69.1999824903322,1.4917568545740196,76.08409136780867,15.208967096839414,89.36500614490436,False
2023-01-17,1,CNC,77.34479608061932,0.937701390226573,74.51916978613707,16.51510078144553,88.53925110583208,False
2023-01-18,1,CNC,71.59965739095392,0.8397618745596587,77.12657205691978,16.204695365099333,87.72901633757711,False
2023-01-19,1,CNC,74.90302386181264,0.9500860799830213,83.86608806320464,15.930576460589513,86.93248751454763,False
2023-01-20,1,CNC,80.05684478359467,1.1966791149935485,78.06602975316486,14.396344313300613,86.2126702988826,False
2023-01-21,1,CNC,74.57498308016203,0.8483236878461955,75.78875432189805,8.199302730175283,85.80270516237384,False
2023-01-22,1,CNC,70.30356926513072,1.4059332223173684,75.03094884964278,9.07267206476413,85.34907155913564,False
2023-01-23,1,CNC,74.56538474472069,1.1835605991731617,80.49157046293452,17.62703443473934,84.46771983739868,True
2023-01-24,1,CNC,67.6886897102554,1.2006575376671313,75.73770776915394,13.119917104632403,99.34400414476838,False
2023-01-25,1,CNC,63.18704765404915,1.3085739931077933,67.72691176357965,14.639950556843019,98.61200661692622,False
2023-01-26,1,CNC,67.79378055902997,1.2407715199005185,66.15272306471817,18.09869478464173,97.70707187769413,False
2023-01-27,1,CNC,70.07348640102158,1.064364472742302,65.495210151795,17.926752258488644,96.8107342647697,False
2023-01-28,1,CNC,67.95535198767816,1.2461394896703388,82.1255125410591,9.75734709638179,96.32286690995062,False
2023-01-29,1,CNC,62.71596910396698,0.7825270444888452,77.0577764023256,9.251334695530012,95.86030017517412,False
2023-01-30,1,CNC,69.45690318367095,1.3108144710461664,67.25967885091413,15.095075535310661,95.10554639840858,False
2023-01-31,1,CNC,70.71906002028463,0.8675756764211806,75.39671839830741,16.346361851702365,94.28822830582347,False
2023-02-01,1,CNC,75.02091047172475,1.024757818908848,74.16424687182771,17.744894315320906,93.40098359005742,False
2023-02-02,1,CNC,86.14403896996188,1.2054283309216671,78.01993402972892,17.030095372612095,92.54947882142682,False
2023-02-03,1,CNC,61.32460723642057,,64.57441599147234,13.69486925667997,91.86473535859282,False
2023-02-04,1,CNC,60.63083724507154,0.7937185901493718,78.30042458225363,9.372520380749027,91.39610933955537,False
2023-02-05,1,CNC,68.25138300621107,1.1940634794848717,,11.120760282265758,90.84007132544208,False
2023-02-06,1,CNC,76.23615459021012,1.4727521389773435,75.09649707338154,20.28788817865065,89.82567691650955,False
2023-02-07,1,CNC,62.35536544920575,0.833848851773025,86.01347755804427,15.111002511561635,89.07012679093147,False
